
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
109,Mike Danton,2004,2004,1,C,68,7,5,12,-8,141,6,0,1,0,3,2,0,72,9.7,812,11:56
110,Michael Dark,1987,1988,2,D,43,5,6,11,6,14,5,0,0,1,6,0,0,31,16.1,,
111,Stefan Della Rovere,2011,2011,1,LW,7,0,0,0,0,11,0,0,0,0,0,0,0,4,0.0,43,6:05
112,Gilbert Delorme,1984,1985,2,D,118,2,17,19,0,94,1,1,0,0,16,1,0,153,1.3,,
113,Ab DeMarco,1973,1974,2,D,37,7,18,25,10,13,3,3,1,1,5,13,0,122,5.7,,
114,Pavol Demitra,1997,2004,8,LW,494,204,289,493,99,160,137,63,4,45,190,99,0,1382,14.8,8324,19:35
115,Norm Dennis,1969,1972,4,C,12,3,0,3,-4,11,3,0,0,0,0,0,0,13,23.1,,
116,Robert Dirk,1988,1991,4,D,94,2,6,8,8,255,2,0,0,0,6,0,0,43,4.7,,
117,Jon DiSalvatore,2006,2006,1,RW,5,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,42,8:27
118,Ted Donato,2002,2002,1,LW,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,,19,9:17
119,Andre Dore,1983,1984,2,D,93,5,27,32,12,83,5,0,0,1,25,2,0,92,5.4,,
120,Aaron Downey,2006,2006,1,RW,17,2,0,2,0,45,2,0,0,0,0,0,0,11,18.2,67,3:56
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
121,Dallas Drake,2001,2007,6,RW,443,64,106,170,2,386,45,11,8,11,82,19,5,654,9.8,6629,14:57
122,Nick Drazenovic,2011,2011,1,C,3,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,27,8:58
123,Steve Dubinsky,2003,2003,1,C,28,0,6,6,3,4,0,0,0,0,5,0,1,23,0.0,301,10:44
124,Steve Duchesne,1994,1998,3,D,163,38,87,125,39,82,23,14,1,3,38,45,4,384,9.9,,
125,Luc Dufour,1985,1985,1,LW,23,1,3,4,-8,18,1,0,0,0,3,0,0,38,2.6,,
126,Donald Dufresne,1995,1996,2,D,25,0,3,3,0,14,0,0,0,0,3,0,0,12,0.0,,
127,Blake Dunlop,1980,1984,5,C,324,86,201,287,-6,118,53,32,1,7,141,57,3,517,16.6,,
128,Denis Dupere,1975,1975,1,LW,22,3,6,9,4,8,2,1,0,0,6,0,0,35,8.6,,
129,Andre Dupont,1972,1973,2,D,85,4,16,20,9,198,4,0,0,0,14,2,0,171,2.3,,
130,Micki DuPont,2008,2008,1,D,2,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,25,12:34
131,Steve Durbano,1973,1979,3,D,98,8,24,32,-11,480,6,2,0,0,14,10,0,141,5.7,,
132,Radek Dvorak,2007,2007,1,RW,82,10,27,37,-6,48,8,1,1,1,19,8,0,139,7.2,1282,15:37
133,Dallas Eakins,1996,1996,1,D,16,0,1,1,-2,34,0,0,0,0,1,0,0,6,0.0,,
134,Mike Eastwood,1998,2003,6,C,336,43,66,109,14,151,36,2,5,7,55,2,9,281,15.3,4613,14:09
135,Tim Ecclestone,1968,1971,4,LW,230,48,76,124,21,140,33,15,0,10,54,22,0,557,8.6,,
136,Darryl Edestrand,1968,1968,1,D,12,0,0,0,-2,2,0,0,0,0,0,0,0,12,0.0,,
137,Jack Egers,1972,1974,3,RW,147,45,50,95,7,66,36,9,0,6,32,18,0,465,9.7,,
138,Todd Elik,1995,1995,1,C,13,2,4,6,5,4,2,0,0,0,3,1,0,26,7.7,,
139,Lars Eller,2010,2010,1,C,7,2,0,2,2,4,1,1,0,0,0,0,0,8,25.0,76,10:49
140,Dave Ellett,2000,2000,1,D,52,2,8,10,-4,12,2,0,0,1,4,4,0,41,4.9,701,13:28
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
141,Kari Eloranta,1982,1982,1,D,12,1,7,8,5,6,0,1,0,1,1,6,0,22,4.5,,
142,Nelson Emerson,1991,1993,3,RW,165,45,90,135,-5,130,35,8,2,6,38,52,0,342,13.2,,
143,Chris Evans,1972,1975,4,D,153,13,20,33,2,41,10,0,3,3,13,3,4,193,6.7,,
144,Doug Evans,1986,1990,5,LW,163,16,32,48,-2,223,15,0,1,1,32,0,0,144,11.1,,
145,Shawn Evans,1986,1986,1,D,7,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,,
146,Todd Ewen,1987,1990,4,RW,124,10,7,17,-4,493,10,0,0,0,7,0,0,74,13.5,,
147,Bill Fairbairn,1978,1979,2,RW,65,15,16,31,-25,10,12,2,1,1,14,1,1,90,16.7,,
148,Cade Fairchild,2012,2012,1,D,5,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,48,9:39
149,Glen Featherstone,1989,1991,3,D,144,5,29,34,15,371,4,1,0,1,25,4,0,102,4.9,,
150,Bernie Federko,1977,1989,13,C,927,352,721,1073,-124,463,234,116,2,40,441,280,0,1968,17.9,,
151,Denny Felsner,1992,1995,4,LW,18,1,4,5,2,6,1,0,0,0,4,0,0,14,7.1,,
152,Ray Ferraro,2002,2002,1,C,15,6,4,10,2,8,4,2,0,1,3,1,0,27,22.2,211,14:05
