
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
145,Terry Crisp,1966,1966,1,C,3,0,0,0,,0,0,0,0,0,,,,,,,
146,Bruce Crowder,1982,1984,3,RW,217,43,44,87,24,133,41,2,0,1,41,3,0,296,14.5,,
147,Keith Crowder,1981,1989,9,RW,607,219,258,477,128,1261,155,64,0,26,198,60,0,1180,18.6,,
148,Craig Cunningham,2014,2015,2,RW,33,2,1,3,-4,2,1,0,1,0,1,0,0,35,5.7,336,10:11
149,Bill Cupolo,1945,1945,1,RW,47,11,13,24,,10,,,,,,,,,,,
150,Brian Curran,1984,1986,3,D,115,3,7,10,-2,407,3,0,0,0,7,0,0,46,6.5,,
151,Mariusz Czerkawski,1994,2006,4,RW,100,23,22,45,-13,45,20,3,0,2,14,8,0,231,10.0,192,12:01
152,Kevin Dallman,2006,2006,1,D,21,0,1,1,1,8,0,0,0,0,0,1,0,42,0.0,407,19:23
153,Harold Darragh,1931,1931,1,LW,25,2,4,6,,4,,,,,,,,,,,
154,Kaspars Daugavins,2013,2013,1,LW,6,0,1,1,-1,0,0,0,0,0,1,0,0,13,0.0,58,9:42
155,Bob Davie,1934,1936,3,D,41,0,1,1,,25,,,,,,,,,,,
156,Lorne Davis,1956,1960,2,RW,25,1,2,3,,10,,,,,,,,,,,
157,Murray Davison,1966,1966,1,D,1,0,0,0,,0,0,0,0,0,,,,,,,
158,Armand Delmonte,1946,1946,1,RW,1,0,0,0,,0,,,,,,,,,,,
159,Ab DeMarco,1943,1944,2,C,6,4,1,5,,0,,,,,,,,,,,
160,Ab DeMarco,1979,1979,1,D,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
161,Nathan Dempsey,2007,2007,1,D,17,0,1,1,-2,6,0,0,0,0,1,0,0,4,0.0,169,9:57
162,Cy Denneny,1929,1929,1,LW,23,1,2,3,,2,,,,,,,,,,,
163,Bill Derlago,1986,1986,1,C,39,5,16,21,4,15,3,1,1,1,13,3,0,40,12.5,,
164,Bob Dillabough,1966,1967,2,C,113,13,25,38,,32,12,0,1,2,,,,,,,
165,Rob DiMaio,1997,2000,4,RW,272,35,62,97,-49,301,31,1,3,6,52,6,4,478,7.3,2024,16:43
166,Gary Doak,1966,1981,14,D,609,20,81,101,125,656,18,2,0,5,69,2,1,472,4.2,,
167,Brian Dobbin,1992,1992,1,RW,7,1,0,1,0,22,1,0,0,0,0,0,0,4,25.0,,
168,Clark Donatelli,1992,1992,1,LW,10,0,1,1,-8,22,0,0,0,0,1,0,0,7,0.0,,
169,Ted Donato,1992,2004,9,LW,528,119,147,266,9,297,81,29,9,16,101,38,8,870,13.7,799,10:22
170,Dave Donnelly,1984,1986,3,C,62,9,12,21,15,65,8,0,1,1,12,0,0,63,14.3,,
171,Shean Donovan,2007,2007,1,RW,76,6,11,17,-13,56,6,0,0,0,9,0,2,108,5.6,1076,14:09
172,Gary Dornhoefer,1964,1966,3,RW,62,12,12,24,,35,9,3,0,1,,,,,,,
173,Doug Doull,2004,2004,1,LW,35,0,1,1,2,132,0,0,0,0,1,0,0,4,0.0,99,2:49
174,Peter Douris,1990,1993,4,RW,148,24,25,49,10,38,21,2,1,2,25,0,0,249,9.6,,
175,Aaron Downey,2000,2000,1,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:31
176,P.C. Drouin,1997,1997,1,LW,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,
177,Luc Dufour,1983,1984,2,LW,114,20,15,35,21,154,20,0,0,2,14,1,0,160,12.5,,
178,Lorne Duguid,1936,1937,2,LW,30,2,4,6,,4,,,,,,,,,,,
