
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
185,Mike Johnson,2001,2006,5,RW,242,47,112,159,29,139,27,17,3,6,85,25,2,430,10.9,4202,17:21
186,Nick Johnson,2013,2013,1,RW,17,4,2,6,3,0,3,1,0,1,2,0,0,23,17.4,169,9:57
187,Olli Jokinen,2009,2009,1,C,57,21,21,42,-5,49,13,6,2,2,11,10,0,169,12.4,1035,18:09
188,Jean-Francois Jomphe,1999,1999,1,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,8,7:36
189,Brad Jones,1987,1990,4,LW,47,9,10,19,2,21,8,0,1,1,9,0,1,66,13.6,,
190,Matt Jones,2006,2008,3,D,106,1,10,11,-27,63,1,0,0,0,9,0,1,55,1.8,1577,14:52
191,Chris Joseph,2000,2001,2,D,33,1,1,2,-9,16,0,0,1,0,1,0,0,46,2.2,431,13:04
192,Tony Joseph,1989,1989,1,RW,2,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,,
193,Ed Jovanovski,2007,2011,5,D,332,47,117,164,-42,336,21,26,0,9,63,49,5,759,6.2,7322,22:03
194,Bob Joyce,1992,1993,2,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
195,Joe Juneau,2001,2001,1,C,69,10,23,33,-2,28,5,5,0,3,13,10,0,100,10.0,1202,17:25
196,Dmitri Kalinin,2009,2009,1,D,15,1,3,4,-2,6,0,1,0,0,1,2,0,16,6.3,303,20:12
197,Yan Kaminsky,1994,1994,1,RW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
198,Niko Kapanen,2007,2008,2,C,98,12,25,37,-12,42,6,6,0,6,10,15,0,113,10.6,1425,14:32
199,Dean Kennedy,1992,1994,3,D,172,5,19,24,-23,290,5,0,0,3,17,0,2,108,4.6,,
200,Tim Kennedy,2014,2014,1,LW,37,2,6,8,0,4,2,0,0,0,6,0,0,42,4.8,435,11:45
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
201,Alan Kerr,1993,1993,1,RW,7,0,1,1,-4,2,0,0,0,0,1,0,0,1,0.0,,
202,Sergei Kharin,1991,1991,1,RW,7,2,3,5,2,2,2,0,0,0,3,0,0,13,15.4,,
203,Chad Kilger,1996,1998,3,LW,63,6,7,13,-9,29,5,1,0,0,7,0,0,58,10.3,,
204,Kris King,1993,1997,5,LW,341,28,40,68,-31,762,27,0,1,4,37,1,2,341,8.2,,
205,Ken Klee,2009,2009,1,D,68,1,10,11,9,24,1,0,0,0,10,0,0,47,2.1,1045,15:22
206,Rostislav Klesla,2011,2014,4,D,144,7,19,26,4,112,7,0,0,0,19,0,0,175,4.0,2610,18:07
207,Rob Klinkhammer,2013,2015,3,LW,113,19,15,34,16,33,17,2,0,2,15,0,0,160,11.9,1307,11:34
208,Krys Kolanos,2002,2006,4,C,109,17,18,35,-1,74,15,2,0,6,14,4,0,165,10.3,1431,13:07
209,Igor Korolev,1995,1997,3,C,159,33,58,91,-3,80,22,11,0,6,46,12,0,291,11.3,,
210,Lauri Korpikoski,2010,2015,6,LW,386,62,80,142,-21,92,50,7,5,9,67,7,6,574,10.8,5990,15:31
211,Stu Kulak,1989,1989,1,RW,18,2,0,2,-6,24,1,1,0,0,0,0,0,18,11.1,,
212,Mark Kumpel,1988,1991,3,RW,141,19,16,35,-11,50,18,0,1,1,16,0,0,175,10.9,,
213,Oleg Kvasha,2006,2006,1,LW/C,15,4,7,11,5,6,4,0,0,0,5,2,0,32,12.5,203,13:31
214,Markku Kyllonen,1989,1989,1,RW,9,0,2,2,-3,2,0,0,0,0,1,1,0,7,0.0,,
215,Jim Kyte,1983,1989,7,D,399,11,25,36,-75,772,11,0,0,1,23,0,2,244,4.5,,
216,Mike Lalor,1992,1993,2,D,79,3,11,14,1,90,3,0,0,0,10,1,0,95,3.2,,
217,Robert Lang,2010,2010,1,C,64,9,20,29,-4,28,6,3,0,1,11,9,0,84,10.7,965,15:04
218,Daymond Langkow,2002,2012,4,C,316,79,117,196,38,146,58,15,6,7,86,26,5,653,12.1,6117,19:21
219,Georges Laraque,2007,2007,1,RW,56,5,17,22,7,52,4,1,0,0,15,2,0,34,14.7,576,10:17
220,Guy Larose,1989,1991,2,C,10,0,1,1,-2,14,0,0,0,0,1,0,0,9,0.0,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
221,Mike Lauen,1984,1984,1,RW,4,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,,
